,Restaurant ID,Restaurant Name,Location,Building No.,Street Name,Zip Code,Contact Number,Cuisine Type,Inspection Date,Inspection Action,Violation Code,Violation Description,Critical Flag,Inspection Score,Record Date,Inspection Type,Latitude,Longitude,Community Board,Council District,Census Tract,Building ID No.,Borough-Block-Lot,Neighborhood Area,Grade
459,50101595,ROBERTO'S GOURMET KITCHEN,Staten Island,2048,VICTORY BOULEVARD,10314,7185247530,Italian,2021-10-25,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12.0,5/14/2023,Pre-permit (Operational) / Re-inspection,40.61246221,-74.13180468,501,50,18701,5018317,5007240006,SI07,A
460,50047860,EMPIRE STEAK HOUSE,Manhattan,151,EAST   50 STREET,10022,2125826900,American,2023-04-06,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27.0,5/14/2023,Cycle Inspection / Re-inspection,40.75622349,-73.9717014,106,4,10000,1036455,1013050032,MN19,Z
461,50086181,TAIM,Manhattan,64,WEST   22 STREET,10010,2129667364,Vegan,2023-05-02,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,13.0,5/14/2023,Cycle Inspection / Initial Inspection,40.74167947,-73.99201029,105,3,5800,1015555,1008230079,MN13,A
462,40995563,LEGEND COOKHOUSE,Queens,135-11,ROCKAWAY BOULEVARD,11420,7188484444,Caribbean,2022-12-27,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,12.0,5/14/2023,Cycle Inspection / Re-inspection,40.67448001,-73.80276265,410,28,18000,4253227,4117020006,QN55,A
463,50015395,LAN LARB SOHO,Manhattan,227,CENTRE STREET,10013,6468959264,Thai,2023-03-07,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,27.0,5/14/2023,Cycle Inspection / Re-inspection,40.7199412,-73.99840186,102,1,4500,1007008,1004720025,MN24,Z
464,50115029,CRAB DU JOUR XPRESS,Manhattan,284,MALCOLM X BOULEVARD,10027,6465969766,Seafood,2022-01-27,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10.0,5/14/2023,Pre-permit (Operational) / Re-inspection,40.80729405,-73.94581918,110,9,20000,1083976,1017220001,MN11,A
465,50080871,TROPICAL SMOOTHIE CAFE,Staten Island,1407,FOREST AVENUE,10302,3154003300,"Juice, Smoothies, Fruit Salads",2023-04-24,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,13.0,5/14/2023,Cycle Inspection / Initial Inspection,40.62499558,-74.13592906,501,49,24700,5107000,5010530101,SI28,A
466,50010636,OLIVE'S,Manhattan,225,LIBERTY STREET,10280,2128580111,Sandwiches/Salads/Mixed Buffet,2022-07-26,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13.0,5/14/2023,Cycle Inspection / Re-inspection,40.71153017,-74.01567279,101,1,31703,1000058,1000160125,MN25,A
467,50082098,BROOKLYN CHOP HOUSE,Manhattan,150,NASSAU STREET,10038,2126191200,American,2020-02-25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13.0,5/14/2023,Cycle Inspection / Re-inspection,40.71153382,-74.00602744,101,1,1501,1087756,1001007501,MN25,A
468,50043693,IVY JUICE BAR & DELI INC,Bronx,800,EAST  149 STREET,10455,9174719220,"Juice, Smoothies, Fruit Salads",2022-01-13,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13.0,5/14/2023,Cycle Inspection / Initial Inspection,40.81268966,-73.90651702,201,8,3500,2003957,2025810024,BX39,A
469,40932664,MIKE'S PLACE,Staten Island,4677,HYLAN BOULEVARD,10312,7189849479,American,2022-02-02,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,11.0,5/14/2023,Cycle Inspection / Re-inspection,40.52898958,-74.16227321,503,51,17600,5069936,5054080043,SI01,A
470,41472216,PRET A MANGER,Manhattan,342,7 AVENUE,10001,2125647579,Soups/Salads/Sandwiches,2023-03-15,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,4.0,5/14/2023,Cycle Inspection / Initial Inspection,40.74798699,-73.99281796,105,3,9500,1014289,1007790036,MN17,A
471,50107878,CHAKRA,Queens,5908,MAIN ST,11355,7187990793,Asian/Asian Fusion,2023-04-20,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,22.0,5/14/2023,Pre-permit (Operational) / Initial Inspection,40.74371016,-73.82566071,407,20,80301,4439945,4063810033,QN62,N
472,50129986,7TH STREET BURGER,Manhattan,424,AMSTERDAM AVENUE,10024,7328248529,Hamburgers,2023-04-06,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,10.0,5/14/2023,Pre-permit (Operational) / Initial Inspection,40.78407036,-73.97765856,107,6,16700,1032665,1012280031,MN12,A
473,50067646,BREAD & BUTTER,Manhattan,25,WEST   56 STREET,10019,2127670444,Sandwiches,2019-11-18,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,21.0,5/14/2023,Cycle Inspection / Re-inspection,40.76272944,-73.97548899,105,4,11201,1081136,1012720020,MN17,B
474,50122469,PASTITALIA,Manhattan,264,LENOX AVENUE,10027,6315687405,Italian,2022-05-24,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,8.0,5/14/2023,Pre-permit (Non-operational) / Initial Inspection,40.80671237,-73.94624229,110,9,20000,1053416,1017210037,MN11,N
475,50111191,BLUESTONE LANE COFFEE,Manhattan,109,WEST BROADWAY,10013,7183746858,Australian,2021-09-13,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,43.0,5/14/2023,Pre-permit (Operational) / Re-inspection,40.71608996,-74.00874778,101,1,3300,1001598,1001460011,MN24,C
476,41396810,PEACEFOOD,Manhattan,460,AMSTERDAM AVENUE,10024,2123622266,Vegan,2022-11-30,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,58.0,5/14/2023,Cycle Inspection / Re-inspection,40.78523396,-73.97680956,107,6,17100,1032759,1012300029,MN12,C
477,50014272,CAFE 55,Manhattan,55,WATER STREET,10041,3472312722,American,2022-11-21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,12.0,5/14/2023,Cycle Inspection / Re-inspection,40.7035902,-74.00978125,101,1,900,1083346,1000327501,MN25,A
478,40395079,RUDY'S BAR & Grill,Manhattan,627,9 AVENUE,10036,6467070890,American,2023-01-31,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,5/14/2023,Cycle Inspection / Re-inspection,40.75992935,-73.99154604,104,3,12100,1026435,1010540130,MN15,A
479,50007973,GOOD TASTE,Queens,22902,LINDEN BLVD,11411,7182764619,Caribbean,2022-05-19,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,0.0,5/14/2023,Cycle Inspection / Re-inspection,40.69261979,-73.7321596,413,27,60600,4274625,4127460055,QN33,A
480,50073673,TANOSHI SUSHI SAKE BAR,Manhattan,1372,YORK AVENUE,10021,9172658254,Japanese,2020-03-13,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,9.0,5/14/2023,Cycle Inspection / Re-inspection,40.76766854,-73.95313319,108,5,12400,1046275,1014850002,MN31,A
481,41598070,VIA TRENTA,Queens,36-19,30 AVENUE,11103,7185452090,Italian,2022-06-22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,5/14/2023,Cycle Inspection / Initial Inspection,40.76491718,-73.9171616,401,22,6502,4009266,4006300041,QN70,A
482,50096462,BIG APPLE EATS,Queens,3223,37TH AVE,11101,7183924073,American,2022-11-30,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,5/14/2023,Cycle Inspection / Re-inspection,40.75441883,-73.93006033,401,26,5500,4594743,4006010001,QN68,A
483,41598070,VIA TRENTA,Queens,36-19,30 AVENUE,11103,7185452090,Italian,2019-07-16,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,11.0,5/14/2023,Cycle Inspection / Initial Inspection,40.76491718,-73.9171616,401,22,6502,4009266,4006300041,QN70,A
484,50082400,BARDOLINO PIZZA II,Manhattan,411,AMSTERDAM AVENUE,10024,6468858316,Pizza,2022-09-27,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,28.0,5/14/2023,Cycle Inspection / Re-inspection,40.78355716,-73.978009,107,6,16500,1082721,1012107502,MN12,C
485,50002612,DUNKIN,Brooklyn,182,BEDFORD AVENUE,11249,9293699116,Donuts,2022-03-07,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13.0,5/14/2023,Cycle Inspection / Re-inspection,40.71775136,-73.95782201,301,33,55300,3062079,3023270022,BK73,A
486,41410556,PARADOR CALENO,Queens,4507,47 AVENUE,11377,7189376700,Latin American,2022-06-10,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,5/14/2023,Cycle Inspection / Initial Inspection,40.74124278,-73.91984715,402,26,18300,4001961,4001650001,QN31,A
487,50050807,FRIDA MIDTOWN,Manhattan,214,EAST   52 STREET,10022,2126885200,Italian,2022-05-03,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,12.0,5/14/2023,Cycle Inspection / Initial Inspection,40.75682672,-73.96929358,106,4,9800,1038484,1013257504,MN19,A
488,50098606,FLATIRON TAVERN & MARKET,Queens,0,LAGUARDIA AIRPORT,11369,2159970667,American,2022-10-27,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,5/14/2023,Cycle Inspection / Initial Inspection,40.77441403,-73.87729335,480,21,33100,4558635,4009260001,QN98,A
489,50035074,SUBWAY,Queens,5916,KISSENA BLVD,11355,7188860193,Sandwiches,2022-03-11,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,13.0,5/14/2023,Cycle Inspection / Re-inspection,40.74046023,-73.81505977,407,20,83700,4141486,4064400016,QN62,A
490,50068448,KUNG FU LITTLE STEAMED BUNS RAMEN,Manhattan,146,EAST   55 STREET,10022,2128048556,Chinese,2019-10-10,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,18.0,5/14/2023,Cycle Inspection / Re-inspection,40.75939864,-73.96958116,106,4,10000,1036497,1013090146,MN19,B
491,40401834,COLUMBUS GOURMET FOOD,Manhattan,261,COLUMBUS AVE STORE #2,10023,2127217800,American,2022-02-04,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,26.0,5/14/2023,Cycle Inspection / Re-inspection,40.77755725,-73.97867174,107,6,15700,1028631,1011250001,MN14,B
492,40637864,PAM'S BAKERY,Brooklyn,4620,CHURCH AVENUE,11203,7187030393,Bakery Products/Desserts,2022-03-31,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16.0,5/14/2023,Cycle Inspection / Re-inspection,40.65156085,-73.93398503,317,45,86000,3109934,3049000012,BK91,B
493,40571528,GEORGES RESTAURANT,Brooklyn,5701,5 AVENUE,11220,7184391403,American,2021-07-22,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13.0,5/14/2023,Cycle Inspection / Initial Inspection,40.6410884,-74.01447431,307,38,10200,3015722,3008480008,BK34,A
494,50105783,STARBUCKS COFFEE COMPANY,Manhattan,444,BROADWAY,10013,2122192277,Coffee/Tea,2021-07-27,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,5.0,5/14/2023,Pre-permit (Operational) / Initial Inspection,40.72030351,-74.0010967,102,1,4500,1003028,1002320005,MN24,A
495,50019134,DUNKIN,Brooklyn,3921,5 AVENUE,11232,9178863304,Donuts,2022-08-05,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,5/14/2023,Cycle Inspection / Initial Inspection,40.65109122,-74.0040687,307,38,8800,3017784,3009130001,BK34,A
496,50093845,SUMMER SALT,Manhattan,30,EAST   23 STREET,10010,6466932060,Mexican,2022-08-03,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,16.0,5/14/2023,Cycle Inspection / Initial Inspection,40.7406992,-73.98761504,105,2,5600,1016294,1008510054,MN13,N
497,50069543,TOP THAI,Manhattan,235,SULLIVAN STREET,10012,6467264418,Thai,2023-01-17,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches in facility's food or non-food area.,Critical,49.0,5/14/2023,Cycle Inspection / Initial Inspection,40.72970434,-73.99964641,102,1,6500,1008670,1005390013,MN23,Closed
498,50101051,"KE LAI XIANG, FLAVORS FISH",Queens,136-20,ROOSEVELT AVENUE,11354,9293301999,Chinese,2020-01-15,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,5/14/2023,Pre-permit (Operational) / Initial Inspection,40.75977791,-73.82923543,407,20,85300,4113546,4050190005,QN22,A
499,50076397,GROUP M,Manhattan,175,GREENWICH STREET,10007,3124422706,American,2020-01-30,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,5/14/2023,Cycle Inspection / Initial Inspection,40.71096789,-74.01235777,101,1,1300,1088797,1000580001,MN25,A
500,41637082,NUTRIPAN COLOMBIAN BAKERY,Queens,5609,JUNCTION BLVD,11373,7187604444,Latin American,2022-11-17,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12.0,5/14/2023,Cycle Inspection / Re-inspection,40.73712207,-73.86602806,404,21,44302,4047081,4019030004,QN25,A
501,50133598,MUJI COFFEE,Manhattan,127,EAST   59 STREET,10022,9492026125,Coffee/Tea,2023-03-30,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,30.0,5/14/2023,Pre-permit (Non-operational) / Initial Inspection,40.76246431,-73.96873866,108,4,11402,1041902,1013940007,MN40,N
502,50060018,SEA JAMMINS CARIBBEAN CUISINE,Bronx,3827,BRONXWOOD AVENUE,10469,5858883358,Caribbean,2022-10-13,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,45.0,5/14/2023,Cycle Inspection / Initial Inspection,40.88256587,-73.85660604,212,12,39600,2058560,2046790001,BX44,Closed
503,50045850,"SONY HUB, COFFEE BAR",Manhattan,25,MADISON AVENUE,10010,2128337349,American,2019-11-22,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10.0,5/14/2023,Cycle Inspection / Re-inspection,40.74203859,-73.98711679,105,2,5600,1088910,1008547501,MN13,A
504,50088924,JUQUILA,Queens,4012,83RD ST,11373,7184580010,Latin American,2022-08-11,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,70.0,5/14/2023,Cycle Inspection / Initial Inspection,40.74759817,-73.88298388,404,21,26901,4036895,4014930012,QN29,Closed
505,50100371,THE VEGOIST,Queens,3543,37TH ST,11101,6466588039,Vegetarian,2020-02-27,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,19.0,5/14/2023,Pre-permit (Operational) / Re-inspection,40.75517544,-73.92425552,401,26,5700,4436896,4006410001,QN70,B
506,50109917,ROSA'S AT PARK,Bronx,2568,PARK AVENUE,10451,9295023700,Latin American,2022-06-06,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11.0,5/14/2023,Pre-permit (Operational) / Initial Inspection,40.81318042,-73.92871225,201,8,5100,2000972,2023400014,BX39,A
507,50044089,KAM HING CAFE,Manhattan,118,BAXTER STREET,10013,2129250425,Bakery Products/Desserts,2022-01-26,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9.0,5/14/2023,Cycle Inspection / Re-inspection,40.71790733,-73.99909453,102,1,4100,1002669,1002070017,MN24,A
508,40366812,CARA MIA,Queens,22020,HILLSIDE AVENUE,11427,7187409118,Italian,2019-11-07,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10.0,5/14/2023,Cycle Inspection / Re-inspection,40.73070434,-73.74326695,413,23,130100,4166343,4079450002,QN43,A
509,50007745,THE SMILE OF THE BEYOND,Queens,86-14,PARSONS BOULEVARD,11432,7187397453,Vegetarian,2023-04-21,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,5/14/2023,Cycle Inspection / Initial Inspection,40.70924872,-73.80470452,408,24,23600,4208204,4097270038,QN35,A
510,50042535,SUGAR & CAKE FANTASIES BAKERY,Queens,8610,ROOSEVELT AVE,11372,7187096001,Bakery Products/Desserts,2019-11-30,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11.0,5/14/2023,Cycle Inspection / Initial Inspection,40.74803149,-73.87998758,404,21,26901,4037053,4015020006,QN29,A
511,50075315,I LOVE NY PIZZA,Bronx,1739,EAST  172 STREET,10472,7188603446,Pizza,2023-02-23,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,55.0,5/14/2023,Cycle Inspection / Initial Inspection,40.83253931,-73.8695645,209,18,7600,2027726,2038730001,BX08,N
512,50067577,Al Bait Baitak,Brooklyn,6916,4 AVENUE,11209,7186665436,Egyptian,2022-09-19,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,39.0,5/14/2023,Cycle Inspection / Re-inspection,40.63437588,-74.02362781,310,43,6800,3145702,3058720048,BK31,Z
513,50071808,BIG NOSE KATES,Staten Island,2484,ARTHUR KILL ROAD,10309,7182272266,American,2018-08-02,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,46.0,5/14/2023,Cycle Inspection / Re-inspection,40.55395167,-74.21789215,503,51,20801,5086606,5070720013,SI32,Closed
514,50095624,AVENUE CAFE,Queens,3527,30TH AVE,11103,7184339298,Mediterranean,2023-01-13,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,5/14/2023,Cycle Inspection / Re-inspection,40.76526905,-73.91791565,401,22,6502,4009223,4006290041,QN70,A
515,50097598,RED APPLE RESTAURANT,Staten Island,1724,HYLAN BOULEVARD,10305,7186673100,Chinese,2021-11-15,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19.0,5/14/2023,Pre-permit (Operational) / Re-inspection,40.58687596,-74.09176513,502,50,7000,5050037,5033790093,SI36,B
516,50103050,KAI YING CHINESE RESTAURANT,Queens,1821,COLLEGE POINT BLVD,11356,7184632200,Chinese,2023-04-13,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,13.0,5/14/2023,Cycle Inspection / Initial Inspection,40.78296447,-73.84585844,407,19,92500,4443233,4041280011,QN23,A
517,41252528,Y J FRIED FISH,Queens,8901,165 STREET,11432,7185261202,Seafood,2022-04-18,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13.0,5/14/2023,Cycle Inspection / Initial Inspection,40.707381,-73.79609321,412,27,46000,4209605,4097950065,QN61,A
518,50000719,THE IMMIGRANT TAP ROOM,Manhattan,341,EAST    9 STREET,10003,2126772545,American,2022-08-16,Violations were cited in the following area(s).,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,9.0,5/14/2023,Cycle Inspection / Initial Inspection,40.72874559,-73.98620293,103,2,4000,1006418,1004510041,MN22,A
519,50088377,77 BURGER,Manhattan,77,PEARL STREET,10004,2128250354,Hamburgers,2022-12-06,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,51.0,5/14/2023,Cycle Inspection / Re-inspection,40.70394698,-74.01029705,101,1,900,1000836,1000290022,MN25,Z
520,50110166,FORT DEFIANCE,Brooklyn,347,VAN BRUNT STREET,11231,3474575082,American,2023-04-21,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,5/14/2023,Pre-permit (Operational) / Re-inspection,40.67723731,-74.01301486,306,38,5300,3008622,3005760008,BK33,A
521,50046479,"DUNKIN', 'BASKIN ROBBINS",Manhattan,395,HUDSON STREET,10014,9178863304,Donuts,2021-11-29,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,4.0,5/14/2023,Cycle Inspection / Initial Inspection,40.72912773,-74.0070429,102,3,6900,1010382,1006007501,MN23,A
522,50120438,KOBA KOREAN BBQ,Manhattan,918,3 AVENUE,10022,9174091410,Korean,2022-12-19,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,15.0,5/14/2023,Pre-permit (Operational) / Re-inspection,40.75918695,-73.96831426,106,4,10000,1036519,1013100035,MN19,B
523,50093837,UZ CORNER COFFEE SHOP,Queens,5401,99TH ST,11368,7186997626,American,2019-07-31,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,13.0,5/14/2023,Pre-permit (Operational) / Re-inspection,40.73944319,-73.86062129,404,21,44301,4047217,4019090031,QN25,A
524,40581387,STARBUCKS COFFEE #7358,Brooklyn,50,COURT STREET,11201,7188550369,Coffee/Tea,2022-08-20,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,5.0,5/14/2023,Cycle Inspection / Initial Inspection,40.69230651,-73.99110029,302,33,900,3002549,3002650043,BK09,A
525,41262775,KELLY'S,Manhattan,12,AVENUE A,10009,2123881464,Irish,2020-03-03,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,5/14/2023,Cycle Inspection / Re-inspection,40.72265218,-73.98599134,103,2,3002,1084885,1003977502,MN22,A
526,50065733,DEL FRISCO'S GRILLE,Manhattan,200,VESEY STREET,10281,2127860760,American,2022-08-02,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,0.0,5/14/2023,Cycle Inspection / Re-inspection,40.71443965,-74.01549311,101,1,31703,1000059,1000160140,MN25,A
527,50098919,ZIZI,Manhattan,182,8 AVENUE,10011,6464549710,Mediterranean,2020-02-28,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,5/14/2023,Pre-permit (Operational) / Re-inspection,40.74300821,-74.00013353,104,3,8700,1013963,1007690001,MN13,A
528,50089761,15 FLAVORS,Bronx,1763,CROSBY AVENUE,10461,7186761092,Frozen Desserts,2019-04-15,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,7.0,5/14/2023,Pre-permit (Operational) / Initial Inspection,40.84630455,-73.83182086,210,13,26602,2046093,2041690016,BX10,A
529,40386425,TASTY'S,Queens,5802,MYRTLE AVENUE,11385,7184560954,American,2022-11-21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13.0,5/14/2023,Cycle Inspection / Initial Inspection,40.70047677,-73.90134098,405,34,55700,4086258,4035740025,QN20,A
